5.800800790587359312e-01,2.998251872701208076e-01,-4.292038766894245572e-01,-6.406081047878439128e-01,-1.892243489965452996e+00,-1.945139744637339740e-01,-1.349092644335992297e+00,1.817821889818594938e-01,-1.124298835239206262e+00,1.296880439034654886e+00,-5.272062944061696177e-01,1.140776307406074608e+00,-1.152991745639174948e+00
1.142709847092173714e+00,6.621004803841238351e-01,-3.439926183774644208e-01,-3.398404012694598020e-01,-1.506346552358553970e+00,1.219928691578886948e+00,-1.916756482561537744e+00,6.143391937878551756e-01,-1.684348051499244381e+00,2.114268216034105308e+00,-4.471674956645759202e-01,2.108798192586093467e+00,-1.698463681664143632e+00
9.751496130088331826e-01,6.115773073769747992e-01,6.241934181635363510e-01,-1.631849552060247399e+00,-6.808789435989059946e-02,2.376429738140189152e-01,-1.270611493256910141e+00,-5.234630750108190123e-01,-1.269325299739687107e+00,1.377460667923724236e+00,2.027704677841611364e-03,1.540016117983766586e+00,-9.950723964838019686e-01
7.558810017642237922e-01,7.414725400935239241e-01,7.553508979127260270e-01,-1.757707538433437744e+00,1.218471086727779484e+00,-3.058503613014277867e-01,-9.187022636853851010e-01,-1.275757846335646928e+00,-7.038135437543489026e-01,7.405969892921184794e-01,7.400311441774094501e-01,9.219713683950966354e-01,-4.193924906209148262e-01
4.994869769125893644e-01,6.114265979343275204e-01,-2.252998932735432169e-01,-8.278696395835137833e-01,7.546467351139112267e-01,-7.951175167509525465e-01,-6.973805745833837610e-01,-2.018077667221830129e+00,-2.069609111143418806e-02,-1.234318047299096943e-01,1.399645393444355790e+00,-4.456482036386308354e-02,3.760938344403078754e-02
1.897814774054409903e-01,7.878776433087720799e-01,-4.584456665592993030e-01,-7.352333808107871516e-01,-3.356950451050490919e-02,-6.585336937305864558e-01,2.537845844457541356e-01,-1.615540337114686587e+00,9.500468872844747281e-02,-4.939313753623739700e-01,1.435798187109854851e+00,-3.802900814297182075e-01,4.021801564711154908e-01
-2.478457373464224567e-01,6.893638892895471715e-01,-9.835392474048439970e-01,-4.942843044476683545e-01,-4.476357032378382450e-01,-7.380922267167762119e-01,2.723629746308183774e-01,-1.248091380342459811e+00,5.895897373283068843e-01,-7.814773532698289227e-01,1.274730550047590949e+00,-5.518994271114265882e-01,6.357766947586315220e-01
-9.779877625526777196e-01,8.382566497638455072e-01,-1.016680049725056989e+00,-1.266042975901330581e-01,-3.380432745803557126e-01,-6.542593889879666502e-01,3.735440425349555449e-01,-9.987456359760009672e-01,9.133984669368226950e-01,-7.150391270257558940e-01,1.360490623903533258e+00,-6.441541994660838766e-01,9.480119195532635823e-01
-2.223993702831923880e+00,1.314573574522638566e+00,-1.117976158689825805e+00,-1.695311545354504235e-01,7.283574461867697858e-02,-6.520600775090572288e-02,3.789883954593556425e-01,-1.263931657567874067e+00,9.396836071384422340e-01,-7.091094845446063166e-01,1.433551148924581575e+00,-8.438981869753948706e-01,8.708889607182785930e-01
-7.424694721465008307e-01,-3.882977645407186262e-01,1.438132521344382131e-01,-2.194976045631283346e-01,-1.716700015204183569e-02,8.974364702124997262e-01,-4.449104457241213062e-01,3.817610887625649818e-01,-6.069537722833987514e-01,7.865992463315025773e-01,-2.910202087557434703e-01,6.393341595016144296e-01,-5.926820635284140160e-01
5.593842919222709043e-01,-3.513627487166262608e-01,1.052416679033039569e-04,-3.068907588896124805e-01,-6.218055077755318266e-02,1.167532083324699377e+00,-7.435092063461978817e-01,5.154616950330549452e-01,-1.019533888702169877e+00,1.268396935193553787e+00,-5.486285626581047792e-01,1.200621069963241583e+00,-1.121299896598298984e+00
1.127355484369581218e+00,-1.094971320410037668e-01,-4.631217604651124420e-01,5.577302043711309665e-01,-4.373152452325600459e-01,1.974307290253014324e+00,-1.236826025224402548e+00,1.134895590205790006e+00,-1.728552760691966617e+00,1.729917130289653437e+00,-8.929539808210319451e-01,1.859529033807288290e+00,-1.646381647451092833e+00
9.673522699642869149e-01,2.028044983104897170e-02,7.123698212639939520e-01,-4.683498551845634017e-01,1.030257169187948962e+00,9.953428561067130254e-01,-6.040908314158679460e-01,8.553113114453941845e-02,-1.135536703301839756e+00,1.015863183472062392e+00,-4.419516932869639869e-01,1.280602778700918432e+00,-1.220978322493446511e+00
7.486765872612570760e-01,2.420389742830011404e-01,1.157832855815788431e+00,-1.071857933676103602e+00,1.546739134544111716e+00,2.602730424314996793e-01,-2.049535146656182583e-01,-6.700165958778462327e-01,-4.929453605629932067e-01,5.448431509817980301e-01,3.321554377543279313e-01,5.953808431240008581e-01,-6.473472184827787634e-01
4.930182173571514004e-01,5.915062315311881980e-01,6.049849584299785699e-01,-4.727477106913716143e-02,1.756944010708654469e+00,3.504830795907595831e-01,3.267900518217321526e-01,-1.082389438743136090e+00,7.411184986726158941e-02,-4.579621947691921435e-01,9.790992106322081723e-01,-2.272304239978926166e-01,3.243577247845444433e-01
1.853788677585663236e-01,5.441922000894662270e-01,-1.039764742972101030e-01,1.389901201247605023e-01,7.364208026628230597e-01,-3.520324073765831452e-01,4.370662671931224708e-01,-7.608415951177061043e-01,6.794432424987373320e-01,-6.229348988203162740e-01,1.104539894572454495e+00,-4.731435814029274489e-01,5.640104089306415824e-01
-2.489084661787749064e-01,6.831777623870894933e-01,-5.049982223045883512e-01,4.082495965218628786e-01,4.926453395766773879e-01,-2.386151386966558485e-01,4.959262018009649720e-01,-1.076206998315634822e+00,5.610594902493718505e-01,-7.678348320760282064e-01,1.449223756781082617e+00,-3.471278736163369572e-01,8.062147492779490054e-01
-9.760563981407399670e-01,5.193083812749132999e-01,-1.057425593248625839e+00,3.874991361116570943e-01,6.185767817183762673e-01,4.377965661908368999e-01,1.116985991096999253e+00,-7.083575319916500801e-01,7.229780240227853261e-01,-8.759842971359163011e-01,1.335523122895635018e+00,-6.953768694717719079e-01,6.843764212806963121e-01
-2.230231604905087206e+00,1.066508167836179855e+00,-9.891969816979176988e-01,4.119282679073165143e-01,6.750464182396049839e-01,4.774523720104728031e-01,9.741635988931711676e-01,-9.082453527569200880e-01,7.778427747544484072e-01,-8.772207319028061390e-01,1.694570578774722058e+00,-4.777669084016323287e-01,7.601545107471179286e-01
-7.169039901845447593e-01,-6.829577328012454984e-01,-7.400343265473011134e-02,-1.252824714596866562e-01,1.851763421985382352e-01,1.195840872503965979e+00,-1.056444531390491881e-01,6.012697729516611744e-01,-6.722528274502963530e-01,6.123129742896478156e-01,-4.736686479210943101e-01,6.003094739549492687e-01,-3.239361723771494450e-01
